#	Frequencies and overlap
#	bins	Data	shuffle	overlap	overlap_shuffle
	0.025	0.34	0.18	0	0
	0.05	0.14	0.24	0	0
	0.075	0.02	0.2	0	0
	0.1	0.62	0.1	0	0
	0.125	0.3	0.12	0	0
	0.15	0.1	0.12	0	0
	0.175	0.08	0.26	0	0
	0.2	0.64	0.14	0	0
	0.225	0.32	0.14	0	0
	0.25	0.1	0.16	0	0
	0.275	0.04	0.18	0	0
	0.3	0.72	0.28	0	0
	0.325	0.26	0.08	0	0
	0.35	0.12	0.2	0	0
	0.375	0.02	0.12	0	0
	0.4	0.7	0.24	0	0
	0.425	0.32	0.22	0	0
	0.45	0.24	0.18	0	0
	0.475	0.04	0.18	0	0
	0.5	0.64	0.2	0	0
	0.525	0.28	0.18	0	0
	0.55	0.22	0.2	0	0
	0.575	0.06	0.2	0	0
	0.6	0.58	0.16	0	0
	0.625	0.24	0.18	0	0
	0.65	0.16	0.1	0	0
	0.675	0.04	0.16	0	0
	0.7	0.62	0.16	0	0
	0.725	0.32	0.2	0	0
	0.75	0.12	0.18	0	0
	0.775	0.04	0.12	0	0
	0.8	0.62	0.22	0	0
	0.825	0.26	0.18	0	0
	0.85	0.1	0.16	0	0
	0.875	0.06	0.12	0	0
	0.9	0.66	0.14	0	0
	0.925	0.18	0.12	0	0
	0.95	0.12	0.22	0	0
	0.975	0.08	0.12	0	0
	1	0.64	0.14	0	0


#	yrange	sparsity	# links	zeta	support at cross
	0	0.00011721	51	49	50	48	50	0.525	4.42745e-06
	0.25	0.00011721	51	49	50	48	50	0.525	4.42745e-06
