#	Frequencies and overlap
#	bins	MYC	shuffle	overlap_MYC	overlap_shuffle	SIGN_MYC	SIGNshuffle	SIGNoverlap_MYC	SIGNoverlap_shuffle
	0	0.140455	0.19593	1	1	0.612066	0.662955	0.0278373	0
	0.001	0.0966322	0.173781	0.576446	0.0247934	0.0481612	0.0867769	0.0278373	0
	0.002	0.0667769	0.120496	0.513514	0.0103306	0.035	0.0628926	0.0289532	0
	0.003	0.0505579	0.0897314	0.502165	0.00206612	0.0273347	0.0443388	0.0315534	0
	0.004	0.0427893	0.0664256	0.494331	0	0.021405	0.0299174	0.0348525	0
	0.005	0.0342355	0.0523967	0.503667	0	0.0170661	0.0220248	0.0385757	0
	0.006	0.0302479	0.0416529	0.510309	0	0.0141116	0.0168802	0.0424837	0
	0.007	0.0257025	0.0331198	0.539106	0	0.0118388	0.0129132	0.0454545	0
	0.008	0.021157	0.0271074	0.546784	0	0.00940083	0.00911157	0.0481481	0
	0.009	0.0177893	0.0213017	0.551205	0	0.00902893	0.00716942	0.0532787	0
	0.01	0.0168595	0.0183264	0.564103	0	0.00762397	0.00634298	0.0565217	0
	0.011	0.0152273	0.0163223	0.560656	0	0.00654959	0.00464876	0.0590909	0
	0.012	0.0135331	0.0136777	0.570447	0	0.00677686	0.0039876	0.0628019	0
	0.013	0.0114256	0.0122107	0.587814	0	0.00595041	0.00363636	0.0656566	0
	0.014	0.011343	0.0101446	0.609848	0	0.00530992	0.00309917	0.0698925	0
	0.015	0.0102066	0.00826446	0.619048	0	0.00466942	0.00237603	0.0722222	0
	0.016	0.00975207	0.00745868	0.62753	0	0.0046281	0.00183884	0.0755814	0
	0.017	0.00904959	0.00642562	0.625	0	0.00469008	0.0018595	0.0769231	0
	0.018	0.00838843	0.00617769	0.628205	0	0.00456612	0.00159091	0.0797546	0
	0.019	0.00778926	0.00543388	0.638767	0	0.00485537	0.00161157	0.081761	0
	0.02	0.00747934	0.00518595	0.628959	0	0.00471074	0.00130165	0.0855263	0
	0.021	0.00700413	0.00413223	0.598131	0	0.00487603	0.00109504	0.0890411	0
	0.022	0.00679752	0.00396694	0.605769	0	0.00429752	0.000867769	0.0935252	0
	0.023	0.00642562	0.00373967	0.610837	0	0.00421488	0.000971074	0.0955882	0
	0.024	0.0063843	0.00338843	0.61809	0	0.00396694	0.00072314	0.0977444	0
	0.025	0.00572314	0.0028719	0.606061	0	0.00336777	0.000743802	0.100775	0
	0.026	0.00634298	0.00295455	0.592784	0	0.00316116	0.000743802	0.103175	0
	0.027	0.00541322	0.00274793	0.578947	0	0.00342975	0.000433884	0.104839	0
	0.028	0.00566116	0.00258264	0.569149	0	0.00295455	0.000330579	0.112069	0
	0.029	0.00545455	0.00229339	0.549451	0	0.0028719	0.000289256	0.116071	0
	0.03	0.00590909	0.00210744	0.541899	0	0.00221074	0.000475207	0.12037	0
	0.031	0.00572314	0.00173554	0.551724	0	0.00221074	0.000578512	0.12381	0
	0.032	0.00603306	0.00183884	0.55814	0	0.00208678	0.000289256	0.13	0
	0.033	0.00603306	0.00171488	0.56213	0	0.00196281	0.000227273	0.134021	0
	0.034	0.00628099	0.00142562	0.566265	0	0.00183884	0.00018595	0.139785	0
	0.035	0.00566116	0.00157025	0.574074	0	0.00190083	0.000247934	0.149425	0
	0.036	0.00543388	0.00134298	0.565217	0	0.00163223	0.000206612	0.151163	0
	0.037	0.0057438	0.00146694	0.56875	0	0.0018595	0.000247934	0.156627	0
	0.038	0.00568182	0.00113636	0.566038	0	0.00169421	0.000309917	0.1625	0
	0.039	0.00539256	0.000785124	0.573248	0	0.00169421	0.000165289	0.166667	0
	0.04	0.00497934	0.000847107	0.56051	0	0.00130165	0.000268595	0.178082	0
	0.041	0.00446281	0.000743802	0.56129	0	0.0017562	0.000123967	0.178082	0
	0.042	0.00485537	0.000950413	0.562092	0	0.00179752	0.000247934	0.188406	0
	0.043	0.00400826	0.000909091	0.559211	0	0.00159091	0.000103306	0.19403	0
	0.044	0.0038843	0.000971074	0.553333	0	0.00169421	0.00018595	0.19403	0
	0.045	0.00413223	0.000929752	0.572414	0	0.00128099	6.19835e-05	0.203125	0
	0.046	0.00357438	0.000785124	0.559441	0	0.000991736	6.19835e-05	0.203125	0
	0.047	0.00363636	0.000640496	0.560284	0	0.00123967	0.000123967	0.209677	0
	0.048	0.00311983	0.000743802	0.564286	0	0.00126033	8.26446e-05	0.209677	0
	0.049	0.00285124	0.000826446	0.580882	0	0.000847107	8.26446e-05	0.209677	0
	0.05	0.00285124	0.000661157	0.58209	0	0.00113636	0.000103306	0.213115	0
	0.051	0.00260331	0.00053719	0.587786	0	0.000867769	8.26446e-05	0.220339	0
	0.052	0.00293388	0.000619835	0.590551	0	0.00105372	8.26446e-05	0.224138	0
	0.053	0.00256198	0.000557851	0.587302	0	0.000929752	4.13223e-05	0.210526	0
	0.054	0.00239669	0.000454545	0.603306	0	0.0010124	0.000103306	0.214286	0
	0.055	0.00264463	0.000289256	0.596639	0	0.000867769	4.13223e-05	0.214286	0
	0.056	0.0022314	0.000433884	0.598291	0	0.000867769	4.13223e-05	0.214286	0
	0.057	0.0021281	0.000413223	0.596491	0	0.000681818	2.06612e-05	0.218182	0
	0.058	0.00200413	0.000371901	0.618182	0	0.000805785	4.13223e-05	0.226415	0
	0.059	0.00194215	0.000330579	0.62963	0	0.000702479	4.13223e-05	0.235294	0
	0.06	0.00188017	0.000371901	0.635514	0	0.000743802	6.19835e-05	0.244898	0
