#	Frequencies and overlap
#	bins	Data	shuffle	overlap	overlap_shuffle
	0.025	0.34	0.24	0	0
	0.05	0.78	0.16	0	0
	0.075	0.24	0.2	0	0
	0.1	0.6	0.26	0	0
	0.125	0.34	0.28	0	0
	0.15	0.74	0.26	0	0
	0.175	0.2	0.2	0	0
	0.2	0.54	0.26	0	0
	0.225	0.28	0.22	0	0
	0.25	0.76	0.28	0	0
	0.275	0.32	0.26	0	0
	0.3	0.48	0.18	0	0
	0.325	0.3	0.18	0	0
	0.35	0.8	0.18	0	0
	0.375	0.22	0.26	0	0
	0.4	0.6	0.38	0	0
	0.425	0.32	0.26	0	0
	0.45	0.72	0.24	0	0
	0.475	0.24	0.18	0	0
	0.5	0.58	0.16	0	0
	0.525	0.28	0.16	0	0
	0.55	0.76	0.24	0	0
	0.575	0.2	0.22	0	0
	0.6	0.52	0.2	0	0
	0.625	0.38	0.24	0	0
	0.65	0.74	0.2	0	0
	0.675	0.16	0.2	0	0
	0.7	0.64	0.18	0	0
	0.725	0.24	0.2	0	0
	0.75	0.78	0.24	0	0
	0.775	0.12	0.2	0	0
	0.8	0.56	0.24	0	0
	0.825	0.26	0.24	0	0
	0.85	0.78	0.32	0	0
	0.875	0.12	0.3	0	0
	0.9	0.62	0.26	0	0
	0.925	0.28	0.18	0	0
	0.95	0.74	0.26	0	0
	0.975	0.22	0.28	0	0
	1	0.68	0.22	0	0


#	yrange	sparsity	# links	zeta	support at cross
	0	7.27895e-05	51	49	51	53	54	0.575	2.23991e-06
	0.3	7.27895e-05	51	49	51	53	54	0.575	2.23991e-06
