TCFL5	GNAI2	1	1	1	1
TCFL5	INPP4B	1	1	1	1
TP53BP2	AURKB	1	1	1	1
PSMF1	PYGL	1	1	1	1
PSMD10	MEF2C	1	1	1	1
PSMD10	PSME2	1	1	1	1
TSPAN6	ARNT2	1	1	1	1
ADAT1	PPIE	1	1	1	1
HOMER2	S100A4	1	1	1	1
SPAG4	RNPS1	1	1	1	1
FPGS	NCAPD2	1	1	1	1
UBR7	DNM1	1	1	1	1
USP1	DUSP14	1	1	1	1
RASA1	MYCBP	1	1	1	1
OXCT1	DYRK3	1	1	1	1
OXCT1	EIF4EBP1	1	1	1	1
PIH1D1	LGMN	1	1	1	1
RPS6	NUP93	1	1	1	1
CRYZ	SLC37A4	1	1	1	1
CRYZ	FKBP14	1	1	1	1
CRYZ	TPM1	1	1	1	1
CRYZ	POLB	1	1	1	1
CSNK1A1	STAMBP	1	1	1	1
CSNK1A1	ABHD6	1	1	1	1
CSNK1A1	GRB10	1	1	1	1
DNAJB2	TUBB6	1	1	1	1
PLOD3	TP53BP2	1	1	1	1
PLOD3	AARS	1	1	1	1
PLOD3	KCTD5	1	1	1	1
PLOD3	RPS5	1	1	1	1
PLOD3	ARID4B	1	1	1	1
PLOD3	DENND2D	1	1	1	1
PLOD3	EML3	1	1	1	1
PLOD3	HMG20B	1	1	1	1
PLOD3	NET1	1	1	1	1
PLOD3	ALAS1	1	1	1	1
PLOD3	FPGS	1	1	1	1
PLOD3	UBR7	1	1	1	1
PLOD3	RPL39L	1	1	1	1
PLOD3	ICAM1	1	1	1	1
PLOD3	GRN	1	1	1	1
PLOD3	CSNK1E	1	1	1	1
PLOD3	RAB21	1	1	1	1
PLOD3	RRAGA	1	1	1	1
PLOD3	ZNF451	1	1	1	1
PLOD3	PDIA5	1	1	1	1
PLOD3	CCND3	1	1	1	1
PLOD3	ST6GALNAC2	1	1	1	1
PLOD3	MAP7	1	1	1	1
PLOD3	AKT1	1	1	1	1
PLOD3	ITGAE	1	1	1	1
PLOD3	FASTKD5	1	1	1	1
PLOD3	PHKB	1	1	1	1
PLOD3	ARPP19	1	1	1	1
PLOD3	PTK2B	1	1	1	1
PLOD3	TRIM13	1	1	1	1
PLOD3	MAPKAPK2	1	1	1	1
PLOD3	IL4R	1	1	1	1
PLOD3	SGCB	1	1	1	1
PLOD3	GTF2A2	1	1	1	1
PLOD3	RALA	1	1	1	1
PLOD3	NFIL3	1	1	1	1
PLOD3	RPS6	1	1	1	1
PLOD3	CRYZ	1	1	1	1
PLOD3	MALT1	1	1	1	1
PLOD3	AMDHD2	1	1	1	1
PLOD3	GSTZ1	1	1	1	1
PLOD3	RFX5	1	1	1	1
PLOD3	HSPA4	1	1	1	1
PLOD3	TIPARP	1	1	1	1
PLOD3	ERBB3	1	1	1	1
PLOD3	STAMBP	1	1	1	1
PLOD3	MTHFD2	1	1	1	1
PLOD3	KCNK1	1	1	1	1
PLOD3	PARP2	1	1	1	1
PLOD3	NCAPD2	1	1	1	1
PLOD3	TM9SF3	1	1	1	1
PLOD3	REEP5	1	1	1	1
PLOD3	PROS1	1	1	1	1
PLOD3	CRK	1	1	1	1
PLOD3	TBP	1	1	1	1
PLOD3	CEBPA	1	1	1	1
PLOD3	HTATSF1	1	1	1	1
PLOD3	PSRC1	1	1	1	1
PLOD3	ASAH1	1	1	1	1
PLOD3	DAG1	1	1	1	1
PLOD3	EDEM1	1	1	1	1
PLOD3	MMP2	1	1	1	1
PLOD3	EPN2	1	1	1	1
PLOD3	PHGDH	1	1	1	1
PLOD3	ATP5S	1	1	1	1
PLOD3	MAPK1IP1L	1	1	1	1
PLOD3	CAPN1	1	1	1	1
PLOD3	UBE2C	1	1	1	1
PLOD3	HOXA10	1	1	1	1
PLOD3	TRAK2	1	1	1	1
PLOD3	CD40	1	1	1	1
PLOD3	ELAC2	1	1	1	1
PLOD3	PRUNE	1	1	1	1
PLOD3	TOP2A	1	1	1	1
PLOD3	LRRC16A	1	1	1	1
PLOD3	JMJD6	1	1	1	1
PLOD3	ETFB	1	1	1	1
PLOD3	KIF2C	1	1	1	1
PLOD3	CNPY3	1	1	1	1
PLOD3	CTNND1	1	1	1	1
PLOD3	DNMT3A	1	1	1	1
PLOD3	PLA2G15	1	1	1	1
PLOD3	SNX7	1	1	1	1
PLOD3	LGMN	1	1	1	1
PLOD3	MRPS2	1	1	1	1
PLOD3	ABHD6	1	1	1	1
PLOD3	IFRD2	1	1	1	1
PLOD3	RRP12	1	1	1	1
PLOD3	KIAA1279	1	1	1	1
PLOD3	HIF1A	1	1	1	1
PLOD3	HEBP1	1	1	1	1
PLOD3	GPR56	1	1	1	1
PLOD3	SLC35B1	1	1	1	1
PLOD3	SMAD3	1	1	1	1
PLOD3	BNIP3L	1	1	1	1
PLOD3	SLC25A14	1	1	1	1
PLOD3	TMEM5	1	1	1	1
PLOD3	CDK2	1	1	1	1
PLOD3	SNX13	1	1	1	1
PLOD3	TBXA2R	1	1	1	1
PLOD3	NT5DC2	1	1	1	1
PLOD3	CPNE3	1	1	1	1
PLOD3	KIT	1	1	1	1
PLOD3	TIMP2	1	1	1	1
PLOD3	LRP10	1	1	1	1
PLOD3	TXNL4B	1	1	1	1
PLOD3	SOX2	1	1	1	1
PLOD3	WDTC1	1	1	1	1
PLOD3	DFFB	1	1	1	1
PLOD3	RAB4A	1	1	1	1
PLOD3	LAGE3	1	1	1	1
PLOD3	BAG3	1	1	1	1
PLOD3	ADAM10	1	1	1	1
PLOD3	DUSP6	1	1	1	1
PLOD3	STXBP1	1	1	1	1
PLOD3	MLEC	1	1	1	1
PLOD3	CDK6	1	1	1	1
PLOD3	FBXO7	1	1	1	1
PLOD3	ST7	1	1	1	1
PLOD3	ALDOA	1	1	1	1
PLOD3	AURKB	1	1	1	1
PLOD3	CAMSAP2	1	1	1	1
PLOD3	GAA	1	1	1	1
PLOD3	EAPP	1	1	1	1
PLOD3	DERA	1	1	1	1
