#	Frequencies and overlap
#	bins	Data	shuffle	overlap	overlap_shuffle
	0.025	0.02	0.38	0	0
	0.05	0.14	0.46	0	0
	0.075	0.52	0.38	0	0
	0.1	0.36	0.34	0	0
	0.125	0.08	0.38	0	0
	0.15	0.36	0.42	0	0
	0.175	0.46	0.36	0	0
	0.2	0.42	0.28	0	0
	0.225	0.04	0.36	0	0
	0.25	0.3	0.36	0	0
	0.275	0.54	0.3	0	0
	0.3	0.44	0.44	0	0
	0.325	0.1	0.38	0	0
	0.35	0.2	0.44	0	0
	0.375	0.5	0.3	0	0
	0.4	0.52	0.36	0	0
	0.425	0.08	0.44	0	0
	0.45	0.22	0.36	0	0
	0.475	0.56	0.36	0	0
	0.5	0.48	0.38	0	0
	0.525	0.08	0.38	0	0
	0.55	0.24	0.44	0	0
	0.575	0.58	0.38	0	0
	0.6	0.54	0.34	0	0
	0.625	0.04	0.4	0	0
	0.65	0.26	0.36	0	0
	0.675	0.52	0.36	0	0
	0.7	0.5	0.4	0	0
	0.725	0	0.42	0	0
	0.75	0.26	0.36	0	0
	0.775	0.54	0.52	0	0
	0.8	0.42	0.32	0	0
	0.825	0.06	0.4	0	0
	0.85	0.14	0.38	0	0
	0.875	0.52	0.46	0	0
	0.9	0.44	0.36	0	0
	0.925	0.08	0.38	0	0
	0.95	0.24	0.38	0	0
	0.975	0.56	0.42	0	0
	1	0.44	0.32	0	0


#	yrange	sparsity	# links	zeta	support at cross
	0	2.59294e-06	54	52	52	53	0.7	3.25968e-06
	0.25	2.59294e-06	54	52	52	53	0.7	3.25968e-06
